resolution,checkpoint_set,model,final_patch_tokens,layer,attention_input_patches,mlp_input_patches,attention_type,recovery_query_patches,recovery_kv_patches,source
224,e300_224,ToMe,523,1,784,763,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,1,2304,2241,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,2,2241,2178,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,3,2178,2115,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,4,2115,2052,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,5,2052,1989,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,6,1989,1926,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,7,1926,1863,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,8,1863,1800,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,9,1800,1737,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,10,1737,1674,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,11,1674,1611,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1537,12,1611,1537,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,MergeNet,1537,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,7,1537,1537,global latent,1537,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,8,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,9,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,10,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,11,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1537,12,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,ToMe,1152,1,2304,2208,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,2,2208,2112,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,3,2112,2016,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,4,2016,1920,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,5,1920,1824,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,6,1824,1728,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,7,1728,1632,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,8,1632,1536,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,9,1536,1440,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,10,1440,1344,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,11,1344,1248,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,1152,12,1248,1152,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,MergeNet,1152,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,7,1152,1152,global latent,1152,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,8,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,9,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,10,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,11,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,1152,12,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,ToMe,923,1,2304,2189,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,2,2189,2074,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,3,2074,1959,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,4,1959,1844,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,5,1844,1729,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,6,1729,1614,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,7,1614,1499,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,8,1499,1384,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,9,1384,1269,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,10,1269,1154,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,11,1154,1039,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,923,12,1039,923,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,MergeNet,923,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,7,923,923,global latent,923,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,8,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,9,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,10,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,11,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,923,12,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,ToMe,770,1,2304,2177,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,2,2177,2050,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,3,2050,1923,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,4,1923,1796,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,5,1796,1669,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,6,1669,1542,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,7,1542,1415,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,8,1415,1288,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,9,1288,1161,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,10,1161,1034,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,11,1034,907,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,770,12,907,770,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,MergeNet,770,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,7,770,770,global latent,770,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,8,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,9,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,10,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,11,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,770,12,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,ToMe,576,1,2304,2160,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,2,2160,2016,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,3,2016,1872,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,4,1872,1728,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,5,1728,1584,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,6,1584,1440,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,7,1440,1296,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,8,1296,1152,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,9,1152,1008,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,10,1008,864,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,11,864,720,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,ToMe,576,12,720,576,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,e300_224,MergeNet,576,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,7,576,576,global latent,576,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,8,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,9,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,10,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,11,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,e300_224,MergeNet,576,12,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,ToMe,1537,1,2304,2241,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,2,2241,2178,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,3,2178,2115,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,4,2115,2052,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,5,2052,1989,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,6,1989,1926,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,7,1926,1863,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,8,1863,1800,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,9,1800,1737,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,10,1737,1674,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,11,1674,1611,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1537,12,1611,1537,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,MergeNet,1537,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,7,1537,1537,global latent,1537,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,8,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,9,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,10,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,11,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1537,12,1537,1537,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,ToMe,1152,1,2304,2208,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,2,2208,2112,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,3,2112,2016,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,4,2016,1920,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,5,1920,1824,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,6,1824,1728,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,7,1728,1632,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,8,1632,1536,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,9,1536,1440,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,10,1440,1344,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,11,1344,1248,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,1152,12,1248,1152,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,MergeNet,1152,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,7,1152,1152,global latent,1152,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,8,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,9,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,10,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,11,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,1152,12,1152,1152,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,ToMe,923,1,2304,2189,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,2,2189,2074,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,3,2074,1959,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,4,1959,1844,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,5,1844,1729,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,6,1729,1614,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,7,1614,1499,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,8,1499,1384,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,9,1384,1269,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,10,1269,1154,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,11,1154,1039,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,923,12,1039,923,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,MergeNet,923,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,7,923,923,global latent,923,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,8,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,9,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,10,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,11,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,923,12,923,923,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,ToMe,770,1,2304,2177,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,2,2177,2050,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,3,2050,1923,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,4,1923,1796,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,5,1796,1669,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,6,1669,1542,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,7,1542,1415,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,8,1415,1288,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,9,1288,1161,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,10,1161,1034,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,11,1034,907,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,770,12,907,770,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,MergeNet,770,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,7,770,770,global latent,770,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,8,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,9,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,10,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,11,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,770,12,770,770,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,ToMe,576,1,2304,2160,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,2,2160,2016,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,3,2016,1872,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,4,1872,1728,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,5,1728,1584,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,6,1584,1440,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,7,1440,1296,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,8,1296,1152,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,9,1152,1008,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,10,1008,864,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,11,864,720,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,ToMe,576,12,720,576,global,,,code-derived release parse_r + ToMeBlock; not logged per-layer shapes
384,ft384,MergeNet,576,1,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,2,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,3,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,4,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,5,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,6,2304,2304,raster 1D local +/-16 with global CLS,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,7,576,576,global latent,576,2304,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,8,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
384,ft384,MergeNet,576,9,576,576,global latent,,,code-derived fixed 6+6 stages; soft local transport preserves full shape
